,RD\LINC\steps\Ateamclipper.cwl,RD\LINC\steps\H5ParmCollector.cwl,RD\LINC\steps\LoSoTo.ClockTec.cwl,RD\LINC\steps\LoSoTo.Duplicate.cwl,RD\LINC\steps\LoSoTo.Faraday.cwl,RD\LINC\steps\LoSoTo.Flag.cwl,RD\LINC\steps\LoSoTo.FlagStation.cwl,RD\LINC\steps\LoSoTo.Flagextend.cwl,RD\LINC\steps\LoSoTo.Interpolate.cwl,RD\LINC\steps\LoSoTo.Norm.cwl,RD\LINC\steps\LoSoTo.Plot.cwl,RD\LINC\steps\LoSoTo.Polalign.cwl,RD\LINC\steps\LoSoTo.Replicate.cwl,RD\LINC\steps\LoSoTo.Reset.cwl,RD\LINC\steps\LoSoTo.Residual.cwl,RD\LINC\steps\LoSoTo.Reweight.cwl,RD\LINC\steps\LoSoTo.Smooth.cwl,RD\LINC\steps\LoSoTo.Structure.cwl,RD\LINC\steps\add_missing_stations.cwl,RD\LINC\steps\aoflag.cwl,RD\LINC\steps\applybeam.cwl,RD\LINC\steps\applycal.cwl,RD\LINC\steps\applytarget.cwl,RD\LINC\steps\average.cwl,RD\LINC\steps\blank_image_reg.cwl,RD\LINC\steps\blsmooth.cwl,RD\LINC\steps\check_ateam_separation.cwl,RD\LINC\steps\check_demix.cwl,RD\LINC\steps\check_filtered_MS_array.cwl,RD\LINC\steps\check_removed_groups.cwl,RD\LINC\steps\check_unflagged_fraction.cwl,RD\LINC\steps\collectfiles.cwl,RD\LINC\steps\compare_station_list.cwl,RD\LINC\steps\compress.cwl,RD\LINC\steps\concatenate_files.cwl,RD\LINC\steps\createRMh5parm.cwl,RD\LINC\steps\ddecal.cwl,RD\LINC\steps\ddecal_array.cwl,RD\LINC\steps\dp3_addcol.cwl,RD\LINC\steps\dp3_make_parset_cal.cwl,RD\LINC\steps\dp3_make_parset_target.cwl,RD\LINC\steps\dp3_prep_cal.cwl,RD\LINC\steps\dp3_prep_target.cwl,RD\LINC\steps\dp3concat.cwl,RD\LINC\steps\fetch_data.cwl,RD\LINC\steps\fetch_file.cwl,RD\LINC\steps\filter_ms_group.cwl,RD\LINC\steps\filter_predict.cwl,RD\LINC\steps\findRefAnt_join.cwl,RD\LINC\steps\find_skymodel_cal.cwl,RD\LINC\steps\find_skymodel_target.cwl,RD\LINC\steps\format_quality.cwl,RD\LINC\steps\getFWHM.cwl,RD\LINC\steps\get_targetname.cwl,RD\LINC\steps\h5parm_pointingname.cwl,RD\LINC\steps\h5parmcat.cwl,RD\LINC\steps\identify_bad_antennas.cwl,RD\LINC\steps\identify_bad_antennas_join.cwl,RD\LINC\steps\list_directory.cwl,RD\LINC\steps\list_directory_files.cwl,RD\LINC\steps\make_beam_reg.cwl,RD\LINC\steps\make_mask.cwl,RD\LINC\steps\merge_array.cwl,RD\LINC\steps\merge_array_files.cwl,RD\LINC\steps\merge_skymodels.cwl,RD\LINC\steps\mslin2circ.cwl,RD\LINC\steps\plot_Ateamclipper.cwl,RD\LINC\steps\plot_demix.cwl,RD\LINC\steps\plot_unflagged.cwl,RD\LINC\steps\predict.cwl,RD\LINC\steps\read_surl_list.cwl,RD\LINC\steps\selectfirstdirectory.cwl,RD\LINC\steps\sort_times_into_freqGroups.cwl,RD\LINC\steps\summary.cwl,RD\LINC\steps\taql.cwl,RD\LINC\steps\taql_copy.cwl,RD\LINC\steps\transfer_solutions.cwl,RD\LINC\steps\uvplot.cwl,RD\LINC\steps\wsclean.cwl,RD\LINC\workflows\HBA_calibrator.cwl,RD\LINC\workflows\HBA_target.cwl,RD\LINC\workflows\HBA_target_VLBI.cwl,RD\LINC\workflows\LBA_calibrator.cwl,RD\LINC\workflows\LBA_target.cwl,RD\LINC\workflows\ldv_linc_calibrator.cwl,RD\LINC\workflows\ldv_linc_target.cwl,RD\LINC\workflows\linc_calibrator.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_bp.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_fr.cwl,RD\LINC\workflows\linc_calibrator\apply_pa.cwl,RD\LINC\workflows\linc_calibrator\bandpass.cwl,RD\LINC\workflows\linc_calibrator\bp.cwl,RD\LINC\workflows\linc_calibrator\clocktec.cwl,RD\LINC\workflows\linc_calibrator\dp3_prep_cal.cwl,RD\LINC\workflows\linc_calibrator\faraday_rotation.cwl,RD\LINC\workflows\linc_calibrator\fr.cwl,RD\LINC\workflows\linc_calibrator\ion.cwl,RD\LINC\workflows\linc_calibrator\pa.cwl,RD\LINC\workflows\linc_calibrator\pol_align.cwl,RD\LINC\workflows\linc_calibrator\predict_calibrate.cwl,RD\LINC\workflows\linc_calibrator\prep.cwl,RD\LINC\workflows\linc_calibrator\prep_fr.cwl,RD\LINC\workflows\linc_target.cwl,RD\LINC\workflows\linc_target\amplitude.cwl,RD\LINC\workflows\linc_target\apply_calibrate_tec.cwl,RD\LINC\workflows\linc_target\calib_targ.cwl,RD\LINC\workflows\linc_target\concat.cwl,RD\LINC\workflows\linc_target\corrupt_model.cwl,RD\LINC\workflows\linc_target\dp3_prep_targ.cwl,RD\LINC\workflows\linc_target\finalize.cwl,RD\LINC\workflows\linc_target\fr.cwl,RD\LINC\workflows\linc_target\gsmcal.cwl,RD\LINC\workflows\linc_target\imaging_subtract.cwl,RD\LINC\workflows\linc_target\predict_calibrate_fr.cwl,RD\LINC\workflows\linc_target\prep.cwl,RD\LINC\workflows\linc_target\selfcal_targ_hba.cwl,RD\LINC\workflows\linc_target\selfcal_targ_lba.cwl,RD\LINC\workflows\linc_target\tec_and_amp.cwl,ldv\imaging_compress_pipeline\aggregate_and_plot.cwl,ldv\imaging_compress_pipeline\compress_pipeline.cwl,ldv\imaging_compress_pipeline\download_and_compress_pipeline.cwl,ldv\imaging_compress_pipeline\steps\DPPP.cwl,ldv\imaging_compress_pipeline\steps\combine_inspect_dataset.cwl,ldv\imaging_compress_pipeline\steps\compress.cwl,ldv\imaging_compress_pipeline\steps\create_inspect_dataset.cwl,ldv\imaging_compress_pipeline\steps\define_parset.cwl,ldv\imaging_compress_pipeline\steps\extract_quality_metrics.cwl,ldv\imaging_compress_pipeline\steps\extract_sip_meta.cwl,ldv\imaging_compress_pipeline\steps\fetch_data.cwl,ldv\imaging_compress_pipeline\steps\fix_antenna_information_2013.cwl,ldv\imaging_compress_pipeline\steps\fix_antenna_information_2015.cwl,ldv\imaging_compress_pipeline\steps\fix_long_baselines.cwl,ldv\imaging_compress_pipeline\steps\fix_weightissue_flagging.cwl,ldv\imaging_compress_pipeline\steps\format_ingest.cwl,ldv\imaging_compress_pipeline\steps\format_metrics.cwl,ldv\imaging_compress_pipeline\steps\identify_issues.cwl,ldv\imaging_compress_pipeline\steps\inspect_compression_quality.cwl,ldv\imaging_compress_pipeline\steps\inspect_flagging_dataloss.cwl,ldv\imaging_compress_pipeline\steps\plot_uvw_coverage.cwl,ldv\imaging_compress_pipeline\steps\read_surl_list.cwl,ldv\imaging_compress_pipeline\workflows\inspect_workflow.cwl
RD\LINC\steps\transfer_solutions.cwl,0.0,1.0,0.3333333333333333,1.2464285714285714,0.13636363636363635,0.36363636363636365,0.6307692307692307,0.4444444444444444,1.75,0.0,4.571428571428571,0.0,0.0,0.0,0.39285714285714285,0.5,2.6060606060606064,0.0,0.0,0.0,1.3333333333333333,13.0,0.0,0.0,0.0,1.5098039215686274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.02857142857143,0.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15441176470588236,0.0,0.0,0.0,0.92,1.7701149425287357,0.0,0.0,0.0,0.0,8.0,2.8642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.85,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,5.0,0.0,10.0,7.0,0.1875,0.0,2.3333333333333335,10.0,0.42857142857142855,0.0,0.14285714285714285,0.2,6.5,0.0,0.0,0.11538461538461539,1.7820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\steps\uvplot.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.75,0.0,0.0,0.6,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\steps\wsclean.cwl,0.0,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,24.0,0.0,70.53333333333333,5.0,10.0,48.0,2.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.9440476190476,1.1,1.2142857142857144,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41984126984127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,32.134632034632034,0.0,3.833333333333333,0.0,0.0,0.0,0.0,0.0,35.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.05,0.0,36.0,32.0,0.0,0.0,-1.0,0.0,127.0,81.0,0.0,70.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,1.6666666666666667,0.0,0.0,32.0,0.0,14.0,0.0,124.6,113.0,0.0,46.15,11.0,113.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\HBA_calibrator.cwl,0.0,15.0,6.0,18.0,4.0,3.0,9.0,4.0,6.0,0.0,107.0,5.0,0.0,3.0,10.0,3.0,13.0,0.0,0.0,6.0,8.0,25.0,0.0,0.0,0.0,17.0,5.0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,82.0,0.0,24.0,9.0,8.0,16.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,6.0,0.0,1.5,0.0,0.0,8.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,8.0,9.0,0.0,10.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,5.0,0.0,46.0,14.0,11.0,10.0,9.0,26.0,8.0,22.0,4.0,15.0,19.0,17.0,5.0,12.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\HBA_target.cwl,4.0,27.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,6.0,129.0,0.0,6.0,3.0,3.0,0.0,0.0,4.0,45.0,6.0,0.0,52.0,6.0,4.0,16.0,24.0,4.0,5.0,2.0,5.0,6.0,4.0,26.0,2.5,179.0,4.0,50.0,5.0,9.0,0.0,5.0,0.0,11.0,20.0,1.0,1.0,10.0,5.0,20.0,0.0,5.0,0.5,8.0,3.0,4.0,36.0,3.0,4.0,1.0,1.0,5.0,5.0,6.0,14.0,3.0,5.0,2.0,4.0,4.0,4.0,0.0,0.0,7.0,11.0,18.0,3.0,0.0,5.0,127.0,0.0,-1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0,6.0,42.0,11.0,23.0,6.0,35.0,35.0,13.0,42.0,16.0,12.0,56.0,20.0,26.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\HBA_target_VLBI.cwl,4.0,18.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,40.0,12.0,0.0,45.0,5.0,2.0,10.0,23.0,4.0,9.0,1.0,2.0,6.0,3.0,21.0,0.0,97.0,9.0,50.0,8.0,9.0,0.0,19.0,0.0,7.0,11.0,0.0,0.0,4.0,5.0,16.0,0.0,6.0,0.0,4.0,2.0,2.0,26.0,2.0,4.0,0.0,0.0,2.0,2.0,4.0,7.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,8.0,5.0,12.0,2.0,0.0,2.0,81.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0,6.0,42.0,12.0,24.0,6.0,35.0,35.0,13.0,42.0,16.0,12.0,56.0,22.0,27.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\LBA_calibrator.cwl,0.0,10.0,3.0,12.0,2.0,2.0,4.0,2.0,2.0,0.0,69.0,2.0,0.0,2.0,6.0,2.0,8.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,0.0,8.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,40.0,0.0,12.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,45.0,14.0,11.0,10.0,8.0,25.0,8.0,22.0,4.0,15.0,19.0,17.0,5.0,12.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\LBA_target.cwl,3.0,18.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,81.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,18.0,4.0,0.0,26.0,3.0,2.0,9.0,16.0,3.0,4.0,1.0,2.0,5.0,3.0,20.0,0.0,88.0,2.0,32.0,4.0,6.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,4.0,2.0,15.0,0.0,2.0,0.0,4.0,2.0,2.0,18.0,2.0,3.0,0.0,0.0,2.0,2.0,3.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,12.0,2.0,0.0,2.0,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,66.0,6.0,42.0,11.0,23.0,6.0,35.0,35.0,13.0,42.0,16.0,12.0,56.0,20.0,26.0,38.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\ldv_linc_calibrator.cwl,0.0,15.0,4.0,18.0,4.0,3.0,6.0,3.0,3.0,0.0,106.0,4.0,0.0,3.0,9.0,3.0,12.0,0.0,0.0,3.0,6.0,20.0,0.0,0.0,0.0,12.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,82.0,0.0,15.0,5.0,6.0,4.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,4.0,0.0,3.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,5.0,9.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-1.0,0.0,5.0,10.0,7.0,7.0,3.0,11.0,4.0,9.0,4.0,11.0,11.0,10.0,4.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\ldv_linc_target.cwl,4.0,27.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,6.0,129.0,0.0,6.0,3.0,3.0,0.0,0.0,4.0,45.0,6.0,0.0,52.0,6.0,4.0,16.0,24.0,4.0,5.0,2.0,5.0,6.0,6.0,26.0,4.0,179.0,4.0,50.0,5.0,9.0,0.0,5.0,0.0,11.0,20.0,1.0,2.0,10.0,5.0,20.0,0.0,5.0,1.0,8.0,3.0,4.0,36.0,3.0,4.0,2.0,1.0,5.0,5.0,6.0,14.0,3.0,5.0,2.0,4.0,4.0,4.0,0.0,0.0,7.0,11.0,18.0,3.0,0.0,5.0,127.0,0.0,9.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,6.0,36.0,6.0,18.0,4.0,16.0,24.0,10.0,21.0,8.0,10.0,19.0,12.0,13.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator.cwl,0.0,15.0,6.0,18.0,4.0,3.0,9.0,4.0,6.0,0.0,107.0,5.0,0.0,3.0,10.0,3.0,13.0,0.0,0.0,6.0,8.0,25.0,0.0,0.0,0.0,17.0,5.0,8.0,0.0,0.0,0.0,6.0,0.0,1.0,82.0,0.0,24.0,9.0,8.0,16.0,0.0,11.0,0.0,0.0,0.5,0.0,0.0,0.0,13.0,6.0,0.0,1.3333333333333333,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,8.0,9.0,0.0,10.0,0.0,0.0,46.0,0.0,0.0,45.0,0.0,5.0,0.0,-1.0,14.0,11.0,10.0,9.0,26.0,8.0,22.0,4.0,15.0,19.0,17.0,5.0,12.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\apply_calibrate_bp.cwl,0.0,7.0,1.0,1.75,0.375,0.0,0.3333333333333333,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.8035714285714286,0.0,0.42857142857142855,0.0,0.0,0.0,3.0,12.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.266666666666666,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1611111111111111,0.0,0.0,0.0,7.2727272727272725,0.95,0.0,0.0,0.0,0.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.7875,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,10.0,0.0,14.0,-1.0,2.5,0.0,0.0,14.0,1.6666666666666667,0.0,0.42857142857142855,2.5,7.5,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\apply_calibrate_fr.cwl,0.0,7.0,0.0,1.5833333333333333,2.3333333333333335,1.0,0.8333333333333334,0.42857142857142855,0.25,0.0,1.7142857142857142,0.0,0.0,0.0,3.5,0.375,0.8034965034965035,0.0,0.0,0.0,0.375,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.866666666666667,0.0,4.678571428571429,2.5,0.75,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.0,0.8333333333333334,0.5,0.0,0.0,0.0,0.0,0.0,7.214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6057692307692308,0.0,0.4602272727272727,0.0,0.0,4.0,0.0,0.1875,0.0,0.0,11.0,0.0,0.0,11.0,0.0,7.0,0.0,11.0,2.5,-1.0,1.0,1.6666666666666667,10.0,0.0,0.0,3.5,11.0,0.0,2.5,0.0,0.6785714285714286,0.6785714285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\apply_pa.cwl,0.0,9.0,0.0,0.6,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.5,3.5,0.0,0.0,0.0,0.0,0.0,3.0,4.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.75,0.0,2.9285714285714284,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.5,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.375,0.0,0.7727272727272727,0.0,0.0,6.75,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,7.0,0.0,10.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.75,3.5,0.0,10.0,3.5,2.9285714285714284,2.9285714285714284,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\bandpass.cwl,0.0,2.5,0.0,6.0,0.3333333333333333,3.0,5.0,4.0,6.0,0.0,56.0,0.0,0.0,0.0,0.375,3.0,8.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.25,0.1875,0.0,0.0,0.0,0.0,1.5,7.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,9.0,0.0,0.0,8.0,0.0,3.0,0.0,9.0,0.0,1.6666666666666667,0.0,-1.0,9.0,0.0,0.0,0.375,2.5,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
RD\LINC\workflows\linc_calibrator\bp.cwl,0.0,12.0,1.25,8.266666666666667,2.8452380952380953,3.0,5.375,4.0,6.0,0.0,33.666666666666664,0.0,0.0,0.0,4.285714285714286,3.0,9.5,0.0,0.0,0.0,4.0,17.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.25,0.0,18.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38596491228070173,0.0,0.0,0.0,5.678787878787879,5.914285714285715,0.0,0.0,0.0,0.0,4.0,11.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0865384615384617,0.0,2.3477272727272727,0.0,0.0,0.0,0.0,10.0,0.0,0.0,26.0,0.0,0.0,25.0,0.0,11.0,0.0,26.0,14.0,10.0,0.0,9.0,-1.0,2.5,0.0,3.857142857142857,20.0,20.0,0.0,0.0,1.2012987012987013,6.201298701298701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
