,RD\LINC\steps\Ateamclipper.cwl,RD\LINC\steps\H5ParmCollector.cwl,RD\LINC\steps\LoSoTo.ClockTec.cwl,RD\LINC\steps\LoSoTo.Duplicate.cwl,RD\LINC\steps\LoSoTo.Faraday.cwl,RD\LINC\steps\LoSoTo.Flag.cwl,RD\LINC\steps\LoSoTo.FlagStation.cwl,RD\LINC\steps\LoSoTo.Flagextend.cwl,RD\LINC\steps\LoSoTo.Interpolate.cwl,RD\LINC\steps\LoSoTo.Norm.cwl,RD\LINC\steps\LoSoTo.Plot.cwl,RD\LINC\steps\LoSoTo.Polalign.cwl,RD\LINC\steps\LoSoTo.Replicate.cwl,RD\LINC\steps\LoSoTo.Reset.cwl,RD\LINC\steps\LoSoTo.Residual.cwl,RD\LINC\steps\LoSoTo.Reweight.cwl,RD\LINC\steps\LoSoTo.Structure.cwl,RD\LINC\steps\add_missing_stations.cwl,RD\LINC\steps\applybeam.cwl,RD\LINC\steps\applycal.cwl,RD\LINC\steps\blsmooth.cwl,RD\LINC\steps\chunk_ms.cwl,RD\LINC\steps\compare_station_list.cwl,RD\LINC\steps\concatenate_files.cwl,RD\LINC\steps\createRMh5parm.cwl,RD\LINC\steps\ddecal.cwl,RD\LINC\steps\ddecal_array.cwl,RD\LINC\steps\dp3_addcol.cwl,RD\LINC\steps\dp3_make_parset_cal.cwl,RD\LINC\steps\dp3_make_parset_target.cwl,RD\LINC\steps\dp3concat.cwl,RD\LINC\steps\filter_ms_group.cwl,RD\LINC\steps\filter_predict.cwl,RD\LINC\steps\gaincal.cwl,RD\LINC\steps\get_targetname.cwl,RD\LINC\steps\mslin2circ.cwl,RD\LINC\steps\plot_Ateamclipper.cwl,RD\LINC\steps\predict.cwl,RD\LINC\steps\sort_times_into_freqGroups.cwl,RD\LINC\steps\taql.cwl,RD\LINC\steps\taql_copy.cwl,RD\LINC\steps\wsclean.cwl,RD\LINC\steps\wsclean_predict.cwl,RD\LINC\workflows\HBA_calibrator.cwl,RD\LINC\workflows\HBA_target.cwl,RD\LINC\workflows\LBA_calibrator.cwl,RD\LINC\workflows\LBA_target.cwl,RD\LINC\workflows\linc_calibrator.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_bp.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_fr.cwl,RD\LINC\workflows\linc_calibrator\apply_calibrate_pa.cwl,RD\LINC\workflows\linc_calibrator\apply_pa.cwl,RD\LINC\workflows\linc_calibrator\faraday_rotation.cwl,RD\LINC\workflows\linc_calibrator\fr.cwl,RD\LINC\workflows\linc_calibrator\pa.cwl,RD\LINC\workflows\linc_calibrator\predict_calibrate.cwl,RD\LINC\workflows\linc_calibrator\prep.cwl,RD\LINC\workflows\linc_calibrator\prep_fr.cwl,RD\LINC\workflows\linc_target.cwl,RD\LINC\workflows\linc_target\amplitude.cwl,RD\LINC\workflows\linc_target\apply_calibrate_tec.cwl,RD\LINC\workflows\linc_target\calib_targ.cwl,RD\LINC\workflows\linc_target\concat.cwl,RD\LINC\workflows\linc_target\dp3_prep_targ.cwl,RD\LINC\workflows\linc_target\finalize.cwl,RD\LINC\workflows\linc_target\fr.cwl,RD\LINC\workflows\linc_target\gsmcal.cwl,RD\LINC\workflows\linc_target\imaging_subtract.cwl,RD\LINC\workflows\linc_target\predict_calibrate_fr.cwl,RD\LINC\workflows\linc_target\prep.cwl,RD\LINC\workflows\linc_target\selfcal_targ.cwl,RD\LINC\workflows\linc_target\selfcal_targ_hba.cwl,RD\LINC\workflows\linc_target\selfcal_targ_lba.cwl,RD\LINC\workflows\linc_target\split_into_chunks.cwl,RD\LINC\workflows\linc_target\tec_and_amp.cwl
RD\LINC\steps\gaincal.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,12.5,0.0,0.0,3.8461538461538463,0.0,14.285714285714285,0.0,16.666666666666664,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,3.8461538461538463,33.33333333333333,50.0,7.6923076923076925,0.0,0.6172839506172839,0.0,0.0,0.0,0.0,3.7037037037037033,12.5,0.0,0.0
RD\LINC\steps\get_targetname.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\mslin2circ.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,2.4691358024691357,0.0,8.695652173913043,0.0,14.814814814814813,0.0,0.0,0.0,0.0
RD\LINC\steps\plot_Ateamclipper.cwl,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.083333333333333,16.666666666666664,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6172839506172839,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,0.0
RD\LINC\steps\predict.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.33333333333333,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,3.571428571428571,0.0,11.11111111111111,0.0,12.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,3.571428571428571,20.0,25.0,6.666666666666667,0.0,1.8518518518518516,0.0,0.0,0.0,7.142857142857142,3.4482758620689653,10.0,0.0,0.0
RD\LINC\steps\sort_times_into_freqGroups.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.6172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\taql.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714,0.0,0.0,0.0,0.0
RD\LINC\steps\taql_copy.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\steps\wsclean.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,12.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0303030303030303,0.0,7.142857142857142,0.0,7.6923076923076925,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0.0,0.0,3.0303030303030303,10.0,11.11111111111111,5.0,0.0,2.4096385542168677,33.33333333333333,0.0,0.0,0.0,2.941176470588235,6.666666666666667,0.0,0.0
RD\LINC\steps\wsclean_predict.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RD\LINC\workflows\HBA_calibrator.cwl,0.0,0.0,0.0,0.0,46.15384615384615,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,54.54545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,50.0,0.0,60.0,0.0,60.0,42.857142857142854,60.0,13.333333333333334,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,28.57142857142857,0.0,0.0,0.0,75.0,0.0,0.0
RD\LINC\workflows\HBA_target.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,3.4482758620689653,0.0,0.0,3.8461538461538463,1.36986301369863,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,3.8461538461538463,0.0,0.0,0.0,3.571428571428571,0.0,0.0,0.0,3.0303030303030303,0.0,0.0,100.0,0.0,6.451612903225806,0.0,3.225806451612903,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882352941176,0.0,0.0,4.0,3.571428571428571,3.7037037037037033,5.405405405405405,0.0,9.941520467836257,0.0,0.0,3.8461538461538463,1.9230769230769231,10.416666666666668,3.0303030303030303,3.4482758620689653,0.0
RD\LINC\workflows\LBA_calibrator.cwl,0.0,0.0,0.0,0.0,46.15384615384615,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,54.54545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,50.0,0.0,60.0,0.0,60.0,42.857142857142854,60.0,13.333333333333334,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,28.57142857142857,0.0,0.0,0.0,75.0,0.0,0.0
RD\LINC\workflows\LBA_target.cwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,12.5,14.285714285714285,12.5,0.0,0.0,0.0,0.0,0.0,3.7735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,12.5,14.285714285714285,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,7.142857142857142,0.0,0.0,6.451612903225806,0.0,100.0,0.0,8.333333333333332,0.0,12.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714,0.0,5.555555555555555,6.451612903225806,11.11111111111111,12.5,5.263157894736842,4.545454545454546,1.8072289156626504,0.0,3.7037037037037033,0.0,6.25,3.0303030303030303,7.142857142857142,0.0,6.666666666666667
RD\LINC\workflows\linc_calibrator.cwl,0.0,0.0,0.0,0.0,31.57894736842105,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,35.294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,37.5,0.0,37.5,30.0,57.14285714285714,26.666666666666668,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272727272727,0.0,0.0,22.22222222222222,0.0,0.0,0.0,42.857142857142854,0.0,0.0
RD\LINC\workflows\linc_calibrator\apply_calibrate_bp.cwl,0.0,0.0,0.0,0.0,11.76470588235294,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,10.526315789473683,0.0,0.0,10.204081632653061,50.0,0.0,0.0,0.0,11.11111111111111,0.0,14.285714285714285,16.666666666666664,0.0,0.0,0.0,12.5,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,3.225806451612903,0.0,8.333333333333332,0.0,100.0,23.076923076923077,33.33333333333333,0.0,11.11111111111111,0.0,8.51063829787234,28.57142857142857,33.33333333333333,0.0,3.4482758620689653,0.0,0.0,3.225806451612903,12.5,14.285714285714285,5.555555555555555,0.0,1.2048192771084338,0.0,0.0,0.0,0.0,3.125,7.6923076923076925,0.0,7.142857142857142
